LAT,LON,PIR,cluster,cluster_color
19.59106,82.28869,239.25589,0,#1f77b4
36.744,69.65867,220.99376,33,#1f77b4
47.82439,22.822409,93.07209,38,#1f77b4
40.41241,-119.471176,15.738634,39,#1f77b4
31.802528,85.969124,25.225718,29805,#1f77b4
24.12174,104.31532,164.01547,40,#1f77b4
30.415,101.05628,25.225718,44,#1f77b4
3.899349,15.336989,271.79004,45,#1f77b4
-21.322124,28.3548,174.84088,29806,#1f77b4
32.607258,38.822678,19.935951,29807,#1f77b4
51.178013,138.63734,28.902287,53,#1f77b4
29.882364,83.012115,26.862766,54,#1f77b4
68.752235,22.708117,78.36125,55,#1f77b4
-27.879175,150.53667,20.374855,56,#1f77b4
36.679726,-114.67091,15.172708,57,#1f77b4
59.705986,90.66431,28.120531,58,#1f77b4
32.224934,100.009544,93.28742,59,#1f77b4
38.58554,106.163994,89.47156,29808,#1f77b4
56.802917,-79.12339,15.266523,29809,#1f77b4
23.587435,-109.724205,13.187512,69,#1f77b4
55.264202,75.65363,19.974089,70,#1f77b4
47.09387,37.373577,19.57949,72,#1f77b4
68.65023,170.70895,28.761759,74,#1f77b4
-27.36772,22.922668,20.707687,75,#1f77b4
-36.610886,-58.216267,12.252099,29810,#1f77b4
41.065117,124.698685,85.384415,77,#1f77b4
16.791712,-92.185776,61.718365,78,#1f77b4
41.498722,114.25925,94.71461,79,#1f77b4
24.989605,80.140175,27.979828,100,#1f77b4
50.459087,70.78966,19.533703,121,#1f77b4
-22.570072,-48.848267,12.070146,29811,#1f77b4
35.03917,-98.56339,13.187512,122,#1f77b4
30.743881,56.43256,19.0108,29812,#1f77b4
53.449703,-121.34973,16.269003,123,#1f77b4
-18.485298,178.47664,21.500881,139,#1f77b4
-3.896804,-61.98609,11.523122,140,#1f77b4
53.859264,55.15842,19.647118,141,#1f77b4
-30.604317,150.94278,19.492638,142,#1f77b4
6.8830338,-75.16737,62.679367,143,#1f77b4
51.936844,12.007799,278.12064,144,#1f77b4
-2.121263,39.058586,23.290567,168,#1f77b4
24.778751,44.694088,18.918652,169,#1f77b4
37.30562,-102.30228,14.883132,170,#1f77b4
-31.806168,-55.98794,12.813027,171,#1f77b4
-41.99372,146.21472,21.994093,175,#1f77b4
32.9707,-98.54908,14.942772,179,#1f77b4
42.25557,-108.35528,13.655834,180,#1f77b4
29.835379,109.56021,76.46309,183,#1f77b4
37.325085,111.42888,78.889755,193,#1f77b4
-40.30603,-72.31955,47.04523,200,#1f77b4
43.02501,-99.82764,42.896416,201,#1f77b4
33.712364,107.66797,29.324942,202,#1f77b4
7.3593435,-80.63667,12.26132,203,#1f77b4
35.814713,-119.82369,13.416243,204,#1f77b4
-32.693935,-56.566853,11.804387,205,#1f77b4
17.582026,-95.56809,42.896416,206,#1f77b4
64.40779,-117.252625,14.12283,211,#1f77b4
52.86379,133.76001,27.643476,212,#1f77b4
33.298183,-2.5914729,75.46079,213,#1f77b4
-6.3729086,19.753902,19.835285,214,#1f77b4
53.30093,64.908905,20.035486,215,#1f77b4
45.64493,130.28204,168.97484,216,#1f77b4
21.619032,107.777916,162.14264,222,#1f77b4
17.94776,99.9327,351.72757,223,#1f77b4
11.104662,36.733063,138.50345,224,#1f77b4
54.094925,12.740681,23.417568,225,#1f77b4
51.35663,66.00748,19.56023,226,#1f77b4
44.221752,143.281,155.49599,229,#1f77b4
23.962679,106.37615,177.35428,29813,#1f77b4
44.05236,2.4648142,182.9632,235,#1f77b4
23.880775,84.15948,163.81857,29814,#1f77b4
14.746946,-90.92365,66.02102,308,#1f77b4
32.536667,104.90581,26.983767,309,#1f77b4
10.522274,12.983359,271.56113,29815,#1f77b4
52.71332,35.06943,21.45718,29816,#1f77b4
29.679167,-100.25015,13.245001,310,#1f77b4
43.989643,3.3961904,129.80101,236,#1f77b4
43.08778,126.303185,162.7698,311,#1f77b4
23.038736,45.732277,19.403267,410,#1f77b4
47.131348,-100.046585,13.620414,411,#1f77b4
9.324761,-84.25816,134.24788,418,#1f77b4
57.476166,102.9603,30.103466,419,#1f77b4
8.685514,37.05481,275.22153,420,#1f77b4
-3.3060675,113.65694,22.545397,429,#1f77b4
52.016945,68.323,19.83597,430,#1f77b4
-10.194205,-38.597355,13.139332,435,#1f77b4
-6.9932494,-52.84691,12.709548,436,#1f77b4
50.225117,-76.3305,15.222199,437,#1f77b4
-23.838585,146.96727,20.416739,438,#1f77b4
-2.4459288,146.85066,23.187195,440,#1f77b4
8.462161,-65.26243,137.5831,441,#1f77b4
-17.639786,-55.913235,12.568822,29817,#1f77b4
-16.005213,-49.538204,11.583012,442,#1f77b4
-21.139017,165.47778,23.307669,443,#1f77b4
27.160261,-100.47871,62.543728,444,#1f77b4
59.024082,25.97891,21.45718,447,#1f77b4
-6.151317,30.835361,82.18521,449,#1f77b4
57.453526,102.62442,25.225718,419,#1f77b4
-21.96526,-64.91076,83.74214,453,#1f77b4
-22.222961,-48.933636,13.139332,454,#1f77b4
-28.947441,25.409061,19.31974,455,#1f77b4
29.64629,-108.642334,16.269003,456,#1f77b4
28.146381,-102.53261,13.187512,29818,#1f77b4
-22.02965,29.568825,23.045534,457,#1f77b4
33.545643,70.571556,352.86438,460,#1f77b4
49.74126,-119.12882,13.3809595,501,#1f77b4
-27.322744,-60.904854,13.139332,514,#1f77b4
-29.636429,28.987402,184.75766,515,#1f77b4
33.71803,-120.01891,14.337651,525,#1f77b4
-26.95262,19.745306,20.35764,526,#1f77b4
50.340637,-98.06248,15.697115,539,#1f77b4
57.353897,107.017044,26.706816,29819,#1f77b4
35.525154,71.15788,243.9484,461,#1f77b4
-31.529135,148.74431,23.307669,540,#1f77b4
-21.5144,165.69817,22.738976,541,#1f77b4
-0.5289557,20.503502,277.3225,543,#1f77b4
57.44831,-122.44707,13.686818,544,#1f77b4
32.177605,139.53902,29.38111,29820,#1f77b4
42.73567,16.837324,25.997623,600,#1f77b4
21.006252,107.10478,150.83357,601,#1f77b4
66.34851,12.805083,21.45718,29821,#1f77b4
56.47652,25.00592,23.688066,29822,#1f77b4
5.902293,-60.409016,11.600342,609,#1f77b4
44.3386,91.57065,25.225718,610,#1f77b4
13.573649,78.70046,234.9341,611,#1f77b4
-18.898495,20.568565,19.587107,612,#1f77b4
26.506536,115.11426,163.87009,614,#1f77b4
17.245691,-96.38297,13.247853,624,#1f77b4
35.38797,73.38088,354.49292,625,#1f77b4
-37.034615,143.63736,48.80259,626,#1f77b4
44.199055,142.05647,29.804785,631,#1f77b4
28.29674,-102.78988,14.001817,641,#1f77b4
48.995686,-73.27265,13.670455,642,#1f77b4
-13.006937,-176.26506,13.187512,643,#1f77b4
8.83379,34.99591,106.84891,644,#1f77b4
36.801517,-25.232227,174.64742,655,#1f77b4
31.899446,110.34513,143.7507,656,#1f77b4
63.058014,-50.528194,14.789707,661,#1f77b4
6.2143984,-3.7291536,79.689514,662,#1f77b4
-38.2769,-72.51344,12.139294,663,#1f77b4
44.53923,-89.12818,14.5566,664,#1f77b4
69.42479,28.61059,21.45718,29823,#1f77b4
21.76671,-71.39185,13.187512,674,#1f77b4
-18.455261,-50.374653,11.568156,675,#1f77b4
57.84654,58.321426,19.575842,677,#1f77b4
44.639996,141.80853,300.72784,632,#1f77b4
29.313673,34.41552,271.84952,29824,#1f77b4
-13.125058,-54.64635,11.88277,678,#1f77b4
57.78457,48.1456,19.974463,679,#1f77b4
-0.6017162,101.860275,25.225718,29825,#1f77b4
39.845318,65.7745,20.16371,681,#1f77b4
-17.153404,-68.16587,11.523122,29826,#1f77b4
-28.340471,-65.64034,12.205579,682,#1f77b4
29.500132,-90.05797,13.187512,684,#1f77b4
24.078726,43.241108,18.918652,685,#1f77b4
26.916365,60.19985,19.52832,29827,#1f77b4
39.429897,-76.440575,59.473396,686,#1f77b4
-11.624632,133.06609,22.297354,29828,#1f77b4
32.49525,-8.116156,103.87055,689,#1f77b4
-5.7201095,104.900894,21.062748,690,#1f77b4
45.259132,42.194096,79.30671,691,#1f77b4
19.504879,101.293594,25.292698,29829,#1f77b4
11.782168,2.807673,274.99088,29830,#1f77b4
12.207687,-4.9540977,83.26508,693,#1f77b4
-2.402439,-43.16463,11.78782,694,#1f77b4
49.607574,-86.59282,15.06418,695,#1f77b4
-36.967636,-63.120728,13.139332,697,#1f77b4
40.81298,113.78405,160.26593,698,#1f77b4
0.6726907,40.171333,20.30281,699,#1f77b4
36.68978,15.292541,272.90363,700,#1f77b4
-6.9023376,-42.53597,11.748635,704,#1f77b4
-30.73948,-59.842667,12.012039,705,#1f77b4
11.543745,-4.419672,178.94342,706,#1f77b4
-24.56122,-48.20743,12.832008,709,#1f77b4
33.68478,58.49784,19.270367,710,#1f77b4
66.04978,56.434017,184.49542,712,#1f77b4
55.60959,74.8271,168.48042,713,#1f77b4
-10.8179455,-77.84315,11.523122,714,#1f77b4
-5.9517937,-46.795338,12.918364,715,#1f77b4
-12.08132,-48.471943,13.139332,716,#1f77b4
29.788572,-106.13044,14.4333725,717,#1f77b4
49.865635,-72.24418,14.821548,718,#1f77b4
54.851147,91.49331,154.37015,719,#1f77b4
-4.3171654,-79.98583,13.063714,721,#1f77b4
77.27797,-68.85161,134.82584,722,#1f77b4
-29.827124,-54.751156,12.95377,728,#1f77b4
51.26133,13.018984,173.48814,729,#1f77b4
44.135925,132.0651,30.103466,731,#1f77b4
-4.539086,-62.837418,12.559209,732,#1f77b4
42.904785,127.62095,28.305992,734,#1f77b4
38.018745,-86.25587,80.70509,735,#1f77b4
17.174843,-15.177601,95.46432,736,#1f77b4
35.637695,-107.33481,13.187512,29831,#1f77b4
33.288315,108.69486,72.86895,737,#1f77b4
-20.873611,-51.456707,12.597417,29832,#1f77b4
38.492607,110.07391,27.01093,738,#1f77b4
36.43309,138.1905,120.50649,743,#1f77b4
4.1508865,-74.263176,12.364456,744,#1f77b4
-26.593332,28.463196,21.389904,745,#1f77b4
-25.746725,15.689549,19.31974,746,#1f77b4
25.05578,-103.42409,13.814824,748,#1f77b4
44.121292,88.7368,27.952206,752,#1f77b4
-2.7196963,101.35114,351.91556,758,#1f77b4
54.432056,58.986458,19.277882,762,#1f77b4
53.361042,6.3721576,240.26852,763,#1f77b4
37.900875,112.18891,26.230268,764,#1f77b4
28.434954,-10.690581,22.773214,765,#1f77b4
-2.8351688,-54.84171,11.756459,29833,#1f77b4
26.385773,-103.685745,14.7409725,766,#1f77b4
46.917522,4.8687477,95.52697,769,#1f77b4
3.8010557,13.027713,19.31974,770,#1f77b4
-32.587265,-65.90072,12.608094,771,#1f77b4
57.080513,-115.27302,15.297465,772,#1f77b4
-4.041534,-72.18365,132.08932,780,#1f77b4
45.527958,-81.5281,13.453018,781,#1f77b4
56.010353,-120.667206,13.257379,783,#1f77b4
-27.272697,-64.705345,13.139332,784,#1f77b4
25.914606,76.49563,237.88847,785,#1f77b4
-15.12905,-64.53831,13.011479,29834,#1f77b4
18.796812,77.344734,196.3195,789,#1f77b4
49.86426,41.109543,19.601728,794,#1f77b4
-16.191526,34.20999,277.57053,800,#1f77b4
13.717357,106.48566,88.84368,801,#1f77b4
49.581646,47.0833,278.12064,807,#1f77b4
