cluster_id,points_count,radius_km,pir_total,radius_ok,pir_ok,centroid_lat,centroid_lon
1,11,29.902691946020035,1916.097696137411,True,False,39.996030636363635,122.77495454545455
2,5,31.524436604544658,2935.8944083413035,True,False,50.914927399999996,9.2392212
3,4,27.278649585809326,625.6997239882991,True,False,45.73231225,124.91974825
4,6,46.898990631290495,1520.0828734443196,False,False,30.088780666666665,79.32763333333332
5,13,40.1817636920898,4140.367243690522,True,False,51.785665230769226,9.623014000000001
6,5,27.788780750413228,1123.7899028499942,True,False,53.6740592,16.376481199999997
7,5,15.784204113092601,1101.5680543111816,True,False,24.4548902,81.3367712
8,11,27.61077505462377,1789.8218004993923,True,False,44.212784909090914,127.5879640909091
9,5,39.0734438972695,798.0707222040077,True,False,44.682373,127.65609500000001
10,8,23.10159447452394,1583.4853955899393,True,False,48.254108,10.250189
11,5,28.590902930160404,526.1098013987848,True,False,44.87506320000001,123.72072299999999
12,2,8.560354312288972,705.2402401484055,True,False,33.8370175,66.32329200000001
13,5,16.45383459094037,1195.6491016614284,True,False,64.15007720000001,15.360484600000001
14,4,22.39506731074087,640.0047390130313,True,False,67.839715,63.679930999999996
15,5,24.01428836400876,1780.2218397828237,True,False,53.0131218,6.5728952199999995
16,3,10.189622712864901,707.6356392884693,True,False,49.504377,-114.21334300000001
17,2,17.50864217524155,44.558068087404465,True,False,57.005405499999995,-4.29961435
18,7,37.74993724185891,2365.9314807020246,True,False,33.30762457142857,66.24426442857143
19,4,21.199434745621016,643.5257051714202,True,False,43.262527500000004,126.40771625
20,6,26.983345980415752,1790.7587967963607,True,False,50.37278383333333,13.546476666666669
21,7,23.445829006899967,2002.9705392111914,True,False,53.667156285714285,16.866997857142856
22,4,32.568054595566934,374.09697274600893,True,False,49.36685525,4.8907325
23,3,17.91095578250874,484.9401487578578,True,False,47.121799,125.85724333333333
24,2,14.11653850325412,452.163758005824,True,False,64.5041575,15.537059
25,1,0.0,149.6610389348025,True,False,35.446163,137.31615
26,6,33.216823813667844,803.092209462713,True,False,30.841402833333333,116.36516516666667
27,12,41.15777053276152,2145.663469017465,True,False,54.0936175,22.57113375
28,11,37.40412846177598,1756.4413485309303,True,False,48.82692509090909,124.50563054545454
29,5,24.139742554390192,1698.4679656893097,True,False,28.096645799999997,107.509218
30,7,20.896056050533538,2305.163650483778,True,False,47.25627171428572,-0.8175649514285716
31,2,14.447029289866084,189.70336141509148,True,False,45.238945,128.77339999999998
32,3,21.96251384364869,1081.6786348510668,True,False,19.762167333333334,83.27022666666666
33,5,41.90120970283893,567.6955195390938,True,False,43.1845466,124.76543799999999
34,7,28.042050907256442,1127.93317891122,True,False,45.75324857142857,124.52699399999999
35,1,0.0,252.57942743226292,True,False,33.639164,74.7608
36,4,23.062452371724362,524.6420189636647,True,False,53.4470565,6.712065774999999
37,17,33.6833791464669,2573.429507653168,True,False,48.40694,125.61764788235295
38,2,12.211316374167476,323.2705087910979,True,False,45.090889000000004,125.5659475
39,2,4.209109370401284,485.9382738562705,True,False,16.3461225,80.3006525
40,2,12.640032421459114,721.0484718021959,True,False,27.428443,105.770325
41,11,46.00931818994654,1209.9218094467267,False,False,50.76240154545455,-99.31675963636363
42,4,22.195013197187503,714.7413735210828,True,False,23.367965499999997,83.329175
43,2,12.80559148581164,227.3127044355548,True,False,25.4483185,91.95843500000001
44,8,20.929965905051823,2796.859407360944,True,False,43.200462375,40.805631
45,2,4.023767360784554,785.9819781221065,True,False,29.5757075,76.24851000000001
46,1,0.0,157.9917453027942,True,False,36.414265,116.962326
47,15,46.68719205238,4303.1141417320205,False,False,57.44089486666667,14.892367466666665
48,2,11.310810040872122,547.5154343448505,True,False,52.937105,11.395541999999999
49,4,18.207674459170466,672.8112704589964,True,False,44.7642685,125.313365
50,3,23.606938295736786,930.0438751045111,True,False,48.578758,16.347354666666668
51,2,4.234464601489527,548.7255574472031,True,False,57.2460345,13.352674
52,4,30.026653930796783,636.3532548008833,True,False,26.839084999999997,111.42700750000002
53,3,14.590768967765342,463.6967278967527,True,False,26.101232999999997,103.64191333333333
54,11,31.257045490096193,2456.4252743327515,True,False,50.63872009090908,9.517355454545454
55,6,40.77497865782166,2348.8029255810748,True,False,61.294292000000006,23.97020433333333
56,4,23.13815350809497,803.7795584066203,True,False,18.52670325,79.40229975
57,1,0.0,168.97483654729103,True,False,41.774364,114.23601
58,6,32.00368276093824,547.1541127828596,True,False,42.862408666666674,-6.286295516666667
59,2,0.8499858918191099,321.93083676889603,True,False,42.8031015,121.731705
60,4,35.52524119139189,847.1963551890085,True,False,9.359188,42.46111
61,6,21.736839406244663,947.543946190779,True,False,43.7394485,1.3961525166666666
62,4,30.205960891139288,313.16263617186274,True,False,44.033536999999995,2.0492913
63,4,29.868967333574393,796.7707505589735,True,False,24.466836999999998,107.2071225
64,7,36.69538811083909,830.7240711260188,True,False,43.197871,0.8109204085714287
65,1,0.0,158.43070671216765,True,False,23.613853,106.59613
66,1,0.0,277.8941516593254,True,False,41.555313,-7.2692833
67,3,21.836603183861023,1047.5549910805241,True,False,35.564218333333336,67.90903333333333
68,5,33.92395460316475,72.61104087823963,True,False,52.831776000000005,-114.91430600000001
69,5,10.94359490727923,1842.0235473325406,True,False,44.8918222,8.8522144
70,1,0.0,130.18713625285798,True,False,40.950394,118.19113
71,15,49.556669953469125,3727.555263961106,False,False,51.222300733333334,9.697356833333334
72,6,42.436919684678415,1640.521187521368,True,False,35.3237165,70.83794633333333
73,3,16.939700421512637,702.2666430342033,True,False,22.596633999999998,79.81383733333332
74,1,0.0,220.9937611940298,True,False,22.905504,92.22259
75,4,22.619050420555364,527.7377267251683,True,False,56.459756999999996,21.4478535
76,8,33.5224857306798,794.0718762563675,True,False,53.981567874999996,-118.57040062499999
77,3,17.44550410081956,745.1146129165767,True,False,46.06184966666667,7.990471733333333
78,7,36.12957049470374,1671.6707118676857,True,False,32.718684,118.64162214285716
79,2,21.890800922472906,594.5824319650135,True,False,22.8913205,85.72033
80,3,27.63739642189439,444.89494484895886,True,False,42.39442866666666,1.6294819
81,9,37.39399881699016,1989.1034395186036,True,False,13.24859038888889,103.43565288888888
82,13,39.26893937741633,4541.5618470342,True,False,34.198292307692306,65.9746306923077
83,2,12.008584546558613,307.2088040450426,True,False,30.9272295,111.49287000000001
84,9,27.98330172983681,1966.1608562536444,True,False,25.674949222222224,105.71309444444444
85,7,18.859250927213353,838.8084588902159,True,False,53.38319985714286,-110.82876342857142
86,10,29.82501285998928,1849.0391554920188,True,False,24.847673800000003,115.4285079
87,3,18.56035740380907,714.0876966816105,True,False,33.108567,75.63839
88,4,28.82533595878395,640.8929744810323,True,False,42.03364475,118.332361
89,2,12.399075297388336,341.9250263995613,True,False,13.558478000000001,76.74316999999999
90,9,31.3666292991442,2548.5841014691,True,False,10.462649222222222,79.15838555555555
91,5,22.173509837306902,1188.5230211207956,True,False,22.055292199999997,87.39345399999999
92,3,35.12070766297348,1514.284042236908,True,False,19.18845933333333,83.44903333333333
93,2,4.271737068968827,28.544433056323143,True,False,55.4095995,-113.741955
94,1,0.0,123.29967794136212,True,False,39.32273,-8.324573
95,6,24.919456510015014,963.6164057246311,True,False,44.120077,119.89358666666668
96,6,23.091676893007204,845.0289159429983,True,False,37.38682766666667,105.55281683333334
97,12,21.419600471123676,3449.3731484593154,True,False,27.9751225,107.78376491666666
98,7,25.31037967488542,1529.493248199081,True,False,50.500405,11.311001000000001
99,7,24.641609845411153,1105.2826270306853,True,False,44.77478028571428,125.74820157142858
100,4,33.89038979860246,81.50851105651225,True,False,-32.7636765,26.86672875
101,4,19.552872550394603,1172.407570954756,True,False,14.955639,99.28523975
102,4,27.067917445918983,337.50870537949606,True,False,24.69560625,106.9133475
103,1,0.0,160.0498543107555,True,False,27.628735,111.69788
104,3,14.519486822316903,730.5389143715068,True,False,24.433706333333333,85.85052166666667
105,5,20.142037862003455,257.4969199208213,True,False,54.5369766,48.88007939999999
106,2,6.671786738101308,480.0931935738679,True,False,23.6278875,73.011192
107,5,20.289193909751127,1168.26547091331,True,False,18.611645600000003,80.746591
108,1,0.0,158.75356309693532,True,False,41.07361,119.9441
109,8,36.3578587138103,1267.5010289697068,True,False,23.723655625,105.230023
110,3,13.5182653775222,467.88448032104867,True,False,28.010777,116.17115799999999
111,8,34.074890383991004,2291.36006606162,True,False,13.479886125,102.07217800000001
112,3,25.87992895314961,582.4011328010064,True,False,23.28241866666667,79.42817333333333
113,10,49.436173515370825,1430.9524182793075,False,False,47.790377899999996,125.5100925
114,6,31.566170628116566,728.6579547364508,True,False,-27.5289015,29.209809500000002
115,4,20.74395322072447,1440.65303638136,True,False,49.49781325,-108.54755
116,1,0.0,165.7838502265996,True,False,43.87176,124.47377
117,3,28.654077555787826,647.2538912617074,True,False,-26.053239,25.568190666666666
118,9,28.010630956830163,2371.4987800364497,True,False,49.48321211111111,9.117785388888889
119,3,3.8871531488635824,474.83888299996755,True,False,24.423030333333333,103.08721333333334
120,9,35.660696700119026,2139.7877639041817,True,False,23.513056444444445,86.80542177777778
121,5,26.699596425059518,924.4473148631616,True,False,54.616067599999994,66.7034842
122,11,46.828494388657646,1757.2712281729712,False,False,27.048245272727275,106.09366627272726
123,7,28.19496785884883,99.28523148990108,True,False,54.341796571428574,-110.20984342857142
124,2,6.755047730943084,165.60424361059722,True,False,41.273722,15.7061745
125,4,26.373761058728242,1288.9399386266557,True,False,33.272539249999994,113.25959625
126,5,15.168381853271605,785.0859854205036,True,False,65.47614300000001,16.621541600000004
127,6,18.78038897427914,979.8519854666501,True,False,60.612303499999996,56.5616335
128,7,25.93811073302772,1429.891770844471,True,False,52.5505517142857,11.178075571428574
129,9,55.63811549977855,1444.8321335458506,False,False,44.49154577777777,123.32604122222223
130,2,9.729279703259767,337.94967309458207,True,False,28.8775605,111.69660999999999
131,8,26.807598952614743,1318.3318828485292,True,False,18.852598625000002,79.68958875
132,5,31.627323743258493,1310.10100882688,True,False,48.9364818,14.9400124
133,2,12.1210611645127,885.6473277821287,True,False,49.8160735,10.126106
134,6,48.68141541265557,1206.174813187348,False,False,32.611863,75.220746
135,6,26.048637245519007,971.0337654479619,True,False,20.585445166666666,105.57746666666667
136,11,39.145913983577714,2263.7562040702414,True,False,56.806830727272725,-3.911628909090909
137,10,33.042636211424224,2571.9601383862423,True,False,18.676467800000005,77.40321370000001
138,11,44.207653269413285,3763.1627470756043,True,False,35.883545909090905,67.34797809090911
139,2,2.3368267627672212,43.24453478427693,True,False,-25.8027335,17.623054500000002
140,6,35.67352111037608,1845.9158420775448,True,False,28.6882105,121.00700599999999
141,4,29.644716997266546,1398.5048224777336,True,False,37.538187,70.868425
142,6,26.854619962484616,1587.4981728348844,True,False,24.877465166666667,73.17176966666666
143,3,11.178375087474638,329.64146298697284,True,False,44.50172033333333,121.69050333333333
144,3,15.474538077537506,45.96080854379117,True,False,50.16655633333334,-102.95043166666666
145,2,7.904536358569041,542.9329804157267,True,False,7.61333225,42.0538085
146,6,23.46654373886265,800.8912057215268,True,False,42.74421216666667,-4.28629335
147,2,12.985591764943441,307.95911128444953,True,False,28.780985,108.99859000000001
148,4,34.165391527724665,517.4557893960528,True,False,23.572744750000002,107.5448565
149,12,36.004736132587475,3354.9349952358284,True,False,42.56937533333333,1.2735450625
150,2,21.82664314937315,556.4173595433274,True,False,32.6320245,130.557655
151,2,8.108127699382436,601.4556603773583,True,False,22.2052245,72.76577
152,8,35.37179750433206,238.8740453974424,True,False,68.104791375,22.082997499999998
153,2,22.30049698154096,501.6136060244794,True,False,30.7183675,77.300445
154,8,40.872452558145774,1233.9180214011149,True,False,44.767222624999995,128.1245
155,7,31.568006237020178,1135.6803157345273,True,False,29.067448428571428,115.19877214285714
156,3,2.1777968211605754,1050.73554038958,True,False,36.345531666666666,65.77591666666667
157,7,28.167359495684398,728.8596583110425,True,False,47.19106985714285,126.29647214285714
158,9,28.48806625038777,1472.9855708958949,True,False,26.44888866666666,103.50543822222224
159,11,38.074909083845554,3212.0113883635277,True,False,45.54791081818181,0.7969668900000001
160,1,0.0,159.75795127279596,True,False,24.738909,104.58373
161,5,22.527653325035804,1220.6129923693172,True,False,24.5715126,77.08420220000001
162,5,22.34687499828307,760.7736389616306,True,False,49.6653342,-120.21580980000002
163,10,38.916266367464,2371.636384080216,True,False,14.086002200000001,77.0619314
164,3,25.563699224040743,469.3543455357392,True,False,45.859534,127.76923666666666
165,5,28.75376528922935,753.0867224066387,True,False,24.1422958,107.8811038
166,6,20.158835381328544,1315.1507844225725,True,False,34.169070500000004,135.6612
167,1,0.0,243.75926421220908,True,False,24.537413,93.96765
168,8,31.812908803493553,1273.8410331201699,True,False,41.874229,113.85936724999999
169,13,50.026049578854185,3066.7077773236783,False,False,24.547272461538462,88.80622961538461
170,2,6.21766563568284,316.4694737823205,True,False,24.577732500000003,100.553953
